pertanyaan;jawaban;kategori
apa ada daftar nama dan nip dosen informatika upnyk?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
apakah dosen [nama dosen] bisa diajak konsultasi mengenai bidang SPK?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Apakah latar belakang akademis dosen teknik informatika?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Bagaimana saya dapat menemukan dosen yang tepat untuk konsultasi sesuai bidangnya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Bapak dosen fokus di bidang apa?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
bidang dosen * apa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
bidang keahlian pak dosen apa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
bidang konsentrasi * itu apa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Bu [dosen] ahli di bidang apa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
bu [dosen] mengajar tentang apa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
dosen yang fokus nya di bidang jaringan siapa saja ya? ;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
dosen yang tepat untuk konsultasi di bidang ini siapa ya kira kira ?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
ingin bertanya bapak , bapak konsentrasi di bidang apa ya ?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
jika saya ingin bertanya tentang [bidang keahlian] baiknya ke dosen siapa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
jika saya ingin skripsi bidang jaringan maka saya harus konsultasi kepada siapa? ;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
nama dan nip dosen if?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
nama nama dosen yang ahli dalam bidang robotika siapa saja?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
NIP dosen bisa dilihat dimana ya pak sistem informasi?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
NIP dosen bisa dilihat dimana ya pak?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Pak [dosen] konsentrasi di bidang apa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Pak boleh tau dosen beserta bidang keahliannya? ;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
pak dosen AI siapa ya yang mengampu?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Pak mau tanya (Dosen) ini konsentrasinya di bidang apa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Saya berminat untuk meneliti tentang [bidang keahlian] untuk Tugas Akhir, kira-kira dosen yang sebidang dengan penelitian saya siapa ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
saya ingin mendapatkan pembimbing (dosen A)  topik apa yang harus saya ambil?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
saya ingin mengambil skripsi tentang RPL kira - kira siapa dosen yang cocok untuk menjadi pembimbingnya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
saya mengambil konsentrasi A, kenapa saya dapat (dosen B) bukan (dosen C)? ;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
saya tertarik dengan bidang [bidang keahlian] untuk penelitian, siapa dosen yang tepat untuk konsultasi?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
siapa aja dosen yang memahami bidang keahlian bagian SPK?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
siapa saja dosen kecerdasan buatan?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
siapa saja dosen yang dibidang pemisahan?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
teman-teman, ada yang tau NIK pak * ndak ya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
untuk data nama dan ahli khusus dosen tersebut condong ke arah citra, database, semantik, dll, ada tidak ya Bu?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Untuk dosen yang ahli di bidang citra, selain Pak *, siapa ya Bu?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Apa konsentrasi bidang bapak bayu?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Bu siapa kira kira yg bisa membimbing saya jika saya ambil topik sistem pakar bu ?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Saya mau ambil TA ttg jst pak, kira kira siapa dosen yang ahli dalam bidang tersebut?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa dosen pembimbing saya untuk sistem mengenai jaringan syaraf tiruan?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa dosen yang bisa bimbing saya jst pak?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa dosen yang bisa membimbing saya untuk TA inkubator?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa sebaiknya dosen yang cocok untuk membimbing saya untuk TA topik Fuzzy bu?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Apa konsentrasi bidang mata kuliah bapak jasril?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Apa mata kuliah yang bisa diajar pak suwanto?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
bidang keahlian buk iin apa?        ;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Bu siapa kira kira yg bisa membimbing saya jika saya ambil topik algen bu ?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Kalau buk yelfi mata kuliah apa yang bisa diajarnya.;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Keahlian pak alwis di bidang apa?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
mata kuliah yang menjadi bidang keahlian pak affandes.;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Menurut ibu siapa dosen yang pas/bisa membimbing saya untuk TA yang memang dalam pakarnya?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
pak alwis ngajar mata kuliah apa?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Pak Iwan paham mata kuliah apa, karena saya mau ambil TA sama pak bapak tu?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Pak, rencananya saya akan mengambil TA dengan topik JST, menurut bapak siapa dosen yg bisa membimbing saya untuk TA pak?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Pembimbing TA saya untuk topik nlp bagusnya siapa buk?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Saya mau ambil TA tentang machine learning, kira kira siapa dosen yang ahli dalam bidang mata kuliah pilihan tersebut?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa dosen yang bisa membimbing saya untuk TA sistem pakar?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa dosen yang mengerti tentang mata kuliah software agent pak?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa dosen yang paham tentang metode fuzzy?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa dosen yg bagus atau baik dalam mengajar mata kuliah pilihan komputer forensik?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Siapa yang bisa membimbing saya untuk TA user experience pak?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Bagaimana dosen matakuliah struktur data semester ini?;https://drive.google.com/file/d/1uKjzmbemG0w7Pa5s6gzwf-D6fcYabp1V/view?usp=sharing;pelaksana
Bu dosen matkul ini tahun ini siapa bu ?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Dosen computer vision semester ini namanya siapa?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Dosen yang masuk semester ini mengajar machine learning.;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Jika saya ambil mata kuliah soft computing dosennya siapa?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
kalau ngambil data mining sama dosen ini gmna, lebih paham sama siapa?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
mata kuliah rplbo dosennya siapa aja?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Nama dosen untuk mata kuliah jst 69 Dosen Mata Kuliah Nama dosen kripto?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Pak, saya semester ini ambil mata kuliah data mining, siapa saja dosen mata kuliah yang mengajar data mining pak?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Pak, untuk data warehouse siapa saja dosen yg akan mengajarnya pak?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Pengajar gis semester ini siapa?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Saya mau ambil makul jst pak, kira kira saya ambil dengan dosen siapa ya pak?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Semester ini siapa yang mengajar robotika?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
siapa dosen JST untuk semester ini?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapa dosen mata kuliah information retrival?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapa dosen mata kuliah keamanan informasi?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapa pengajar topik khusus sistem cerdas?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapa saja dosen mata kuliah data mining semester ini?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapa saja dosen mata kuliah jaringan syaraf tiruan semester ini?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapa saja dosen mata kuliah JST bu?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapa saja dosen yg mengajar matkul jst?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Siapakah dosen killer Yang masuk Mata kuliah jarkom semester ini?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Untuk mata kuliah ini siapa dosen yang mengajar biasanya bu?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Untuk mata kuliah keamanan informasi siapa dosen yang mengajar biasanya?;https://drive.google.com/file/d/1PWmMus4qf4YAih8Xs021hTeN66EU1Vgp/view?usp=sharing;pelaksana
Jabatan Bapak Awang Hendrianto Pratomo adalah.;Bp. Dr. Awang Hendrianto Pratomo merupakan ketua jurusan Teknik Informatika.;pelaksana
siapa kajur if?;Bp. Dr. Awang Hendrianto Pratomo merupakan ketua jurusan Teknik Informatika.;pelaksana
Siapa ketua jurusan Teknik Informatika?;Bp. Dr. Awang Hendrianto Pratomo merupakan ketua jurusan Teknik Informatika.;pelaksana
bagan organisasi IF.;"Bp. Dr. Awang Hendrianto Pratomo merupakan ketua jurusan Teknik Informatika.
Bp. Nur Heri Cahyana, S.T.,M.Kom. merupakan Sekretaris Jurusan
Ibu Dr. Herlina Jayadianti, S.T.,M.T. merupakan Koordinator Program Studi Informatika
Bp. Dr. Heriyanto, A.Md., S.Kom., M.Cs. merupakan Koordinator Program Studi Informatika";pelaksana
struktur jabatan pada jurusan IF.;"Bp. Dr. Awang Hendrianto Pratomo merupakan ketua jurusan Teknik Informatika.
Bp. Nur Heri Cahyana, S.T.,M.Kom. merupakan Sekretaris Jurusan
Ibu Dr. Herlina Jayadianti, S.T.,M.T. merupakan Koordinator Program Studi Informatika
Bp. Dr. Heriyanto, A.Md., S.Kom., M.Cs. merupakan Koordinator Program Studi Informatika";pelaksana
struktur organisasi di jurusan informatika.;"Bp. Dr. Awang Hendrianto Pratomo merupakan ketua jurusan Teknik Informatika.
Bp. Nur Heri Cahyana, S.T.,M.Kom. merupakan Sekretaris Jurusan
Ibu Dr. Herlina Jayadianti, S.T.,M.T. merupakan Koordinator Program Studi Informatika
Bp. Dr. Heriyanto, A.Md., S.Kom., M.Cs. merupakan Koordinator Program Studi Informatika";pelaksana
Heriyanto adalah?;Bp. Dr. Heriyanto, A.Md., S.Kom., M.Cs. merupakan Koordinator Program Studi Informatika;pelaksana
Koor prodi if ?;Bp. Dr. Heriyanto, A.Md., S.Kom., M.Cs. merupakan Koordinator Program Studi Informatika;pelaksana
Siapa Koordinator Program Studi Informatika?;Bp. Dr. Heriyanto, A.Md., S.Kom., M.Cs. merupakan Koordinator Program Studi Informatika;pelaksana
Nur Heri Cahyana jabatan yaitu?;Bp. Nur Heri Cahyana, S.T.,M.Kom. merupakan Sekretaris Jurusan;pelaksana
Sekjur informatika siapa?;Bp. Nur Heri Cahyana, S.T.,M.Kom. merupakan Sekretaris Jurusan;pelaksana
Siapa Sekretaris Jurusan if?;Bp. Nur Heri Cahyana, S.T.,M.Kom. merupakan Sekretaris Jurusan;pelaksana
Dr Herlina Jayadianti ST MT.;Ibu Dr. Herlina Jayadianti, S.T.,M.T. merupakan Koordinator Program Studi Informatika;pelaksana
Koor Prodi SI?;Ibu Dr. Herlina Jayadianti, S.T.,M.T. merupakan Koordinator Program Studi Informatika;pelaksana
Siapa Koordinator Program Studi Sistem Informasi?;Ibu Dr. Herlina Jayadianti, S.T.,M.T. merupakan Koordinator Program Studi Informatika;pelaksana
email bagian kemahasiswaan yang dapat dihubungi.;email : akpk@upnyk.ac.id;pelaksana
kontak AKPK.;email : akpk@upnyk.ac.id;pelaksana
Gaes, ada yang punya nomernya pak budi?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
Ada yang punya email pak awang ga?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
Ada yang punya kontak pak awang?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
Ada yang punya nomor pak heru?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
apa ada daftar kontak atau no hp dosen informatika upnyk?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
apa ada email pengajar if?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
daftar email dosen informatika?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
Gaes ada yang punya kontaknya bu * TU IF ga?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
Gengs, ada yang punya emailnya pak Heru Kalau ada boleh minta? ;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
guys ada yang punya nomer pak Kin TU fakultas?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
Haloo, ada yang punya kontak bu wilis ga?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
kontak dosen if?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
lur ada yang punya nomornya bapak *?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
Maaf mau tanya dong ada yang punya nomor pak *?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
pak lihat data email dosen dimana ya?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
teman-teman ada yang punya no-nya pak *?;https://drive.google.com/drive/u/0/folders/11w3HIcp_Hx5YZr7Fi_OQwBOwjYbhVpTu;pelaksana
ada yang punya kontak bu Andina perpustakaan Fakultas (FTI)? ;Contact Operator Layanan : Ibu Andina ( +62 856-4322-2201 );pelaksana
kontak perpus bu Andina.;Contact Operator Layanan : Ibu Andina ( +62 856-4322-2201 );pelaksana
kontak yang dapat dihubungi pustakawan fti.;Contact Operator Layanan : Ibu Andina ( +62 856-4322-2201 );pelaksana
ada yang punya kontak bu Eni perpustakaan Pusat Kampus I? ;Contact Operator Layanan : Ibu Eni (  0823-1394-0215 ) & Ibu Nurul (0821-4153-6939 );pelaksana
kontak pustakawan.;Contact Operator Layanan : Ibu Eni (  0823-1394-0215 ) & Ibu Nurul (0821-4153-6939 );pelaksana
minta Username dan password untuk akses elsivier.;Contact Operator Layanan : Ibu Eni (  0823-1394-0215 ) & Ibu Nurul (0821-4153-6939 );pelaksana
informasi kepala laborat.;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
kepala lab Basis Data (basdat)  siapa?;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
kepala lab jarkom (jaringan komputer) siapa?;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
kepala lab RPL siapa?;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
Siapa Kepala laboratorium Geoinformatika?;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
Siapa kepala laboratorium jaringan?;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
Siapa Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi (SI)?;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
Siapa Kepala laboratorium Rancang Bangun Perangkat Lunak (RPL)?;"Bp. Budi Santosa, S.Si., M.T. Merupakan Kepala laboratorium Geoinformatika
Bp. Dessyanto Boedi P., S.T., M.T. Merupakan kepala laboratorium Basis data
Bp. Rifki Indra Perwira, S.Kom., M.Eng. Merupakan kepala laboratorium jaringan
Ibu Juwairiah, S.Si., M.T. merupakan Kepala laboratorium Rancang Bangun Perangkat Lunak
Ibu Yuli Fauziah, S.T., M.T. Merupakan Kepala laboratorium Pengembangan & Pengintegrasian Sistem Informasi";pelaksana
apa itu lppm?;LP2M adalah Lembaga Penelitian dan Pengabdian kepada Masyarakat.;pelaksana
Apakah LP2M itu?;LP2M adalah Lembaga Penelitian dan Pengabdian kepada Masyarakat.;pelaksana
lembaga penelitian dan pengabdian upnvy.;LP2M adalah Lembaga Penelitian dan Pengabdian kepada Masyarakat.;pelaksana
alamat media informasi lp2m.;lppm.upnyk.ac.id/;pelaksana
apa lppm upn jogja memiliki situs informasi seperti website?;lppm.upnyk.ac.id/;pelaksana
link info lp2m upn jogja?;lppm.upnyk.ac.id/;pelaksana
website lppm upn jogja?;lppm.upnyk.ac.id/;pelaksana
apa ada kontak lppm?;"Tel: (0274) 48 52 68
 Fax: (0274) 48 71 47";pelaksana
email lppm upn jogja?;"Tel: (0274) 48 52 68
 Fax: (0274) 48 71 47";pelaksana
nomor telepon atau kontak lppm upn jogja?;"Tel: (0274) 48 52 68
 Fax: (0274) 48 71 47";pelaksana
email aktif milik upt tik.;" upt_pkk@upnyk.ac.id
+62 274 489027";pelaksana
kontak upt tik upn.;" upt_pkk@upnyk.ac.id
+62 274 489027";pelaksana
nomer yang bisa dihubungi milik upt tik upnvyk.;" upt_pkk@upnyk.ac.id
+62 274 489028";pelaksana
apa itu badan upt tik upnvy?;UPT TIK adalah Badan Pengembang Teknologi dan Informasi yang bernama UPT PTIK, sebelumnya bernama Puskom;pelaksana
upt tik upn.;UPT TIK adalah Badan Pengembang Teknologi dan Informasi yang bernama UPT PTIK, sebelumnya bernama Puskom;pelaksana
upt tik upnvyk?;UPT TIK adalah Badan Pengembang Teknologi dan Informasi yang bernama UPT PTIK, sebelumnya bernama Puskom;pelaksana
